ZM 1 imOhms X,ZM 1 imOhms Y
6650000000,-96.05691823654799
6660000000,-95.97328686094015
6670000000,-95.88994384414362
6680000000,-95.80688765115238
6690000000,-95.72411675678941
6700000000,-95.64162964406258
6710000000,-95.55942480590986
6720000000,-95.47750074378844
6730000000,-95.35548633614611
6740000000,-95.31448899932539
6750000000,-95.23339836473674
6760000000,-95.15258260183532
6770000000,-95.07204025631331
6780000000,-94.99176988265472
6790000000,-94.91177004378338
6800000000,-94.83203931131476
6810000000,-94.75257626549131
6820000000,-94.67337949437452
6830000000,-94.59444759475936
6840000000,-94.5157791717907
6850000000,-94.43737283894136
6860000000,-94.35922721727714
6870000000,-94.28134093683911
6880000000,-94.20371263467908
6890000000,-94.12634095697339
6900000000,-94.04922455689473
6910000000,-93.97236209623857
6920000000,-93.89575224422173
6930000000,-93.81939367785354
6940000000,-93.74328508192119
6950000000,-93.66742514926074
6960000000,-93.59181257974474
6970000000,-93.47831920482314
6980000000,-93.44132436910387
6990000000,-93.36644616576147
7000000000,-93.25394429220165
7010000000,-93.21741521406429
7020000000,-93.14325994803045
7030000000,-93.06934315558803
7040000000,-92.99566359628744
7050000000,-92.92222003623928
7060000000,-92.84901124920437
7070000000,-92.77603601633129
7080000000,-92.7032931251191
7090000000,-92.63078137026238
7100000000,-92.55849955340729
7110000000,-92.44950336147349
7120000000,-92.41462097547
7130000000,-92.34302185192871
7140000000,-92.27164794152192
7150000000,-92.20049808041333
7160000000,-92.12957111071495
7170000000,-92.05886588136094
7180000000,-91.95199860990257
7190000000,-91.88181186940818
7200000000,-91.81184305439425
7210000000,-91.77823957761008
7220000000,-91.70862601433086
7230000000,-91.63922742202516
7240000000,-91.57004269507438
7250000000,-91.50107073379836
7260000000,-91.43231044490808
7270000000,-91.36376074133227
7280000000,-91.29542054205587
7290000000,-91.19174723221234
7300000000,-91.15936436351851
7310000000,-91.09164625264465
7320000000,-91.0241333834088
7330000000,-90.92157751383965
7340000000,-90.88971917197411
7350000000,-90.8228157461416
